"","DSI"
"1684",1.4856
"1685",1.1837
"1686",1.2389
"1687",1.371
"1688",1.3726
"1689",1.1205
"1690",1.3
"1691",1.2882
"1692",1.2736
"1693",1.0458
"1694",1.1168
"1695",1.4138
"1696",1.8631
"1697",1.752
"1698",1.6553
"1699",1.7168
"1700",1.1568
"1701",1.4925
"1702",1.1074
"1703",1.2916
"1704",1.4488
"1705",1.1037
"1706",1.7969
"1707",1.6262
"1708",1.4874
"1709",2.0906
"1710",1.5864
"1711",1.3947
"1712",1.3874
"1713",1.2361
"1714",1.1786
"1715",1.4717
"1716",1.315
"1717",1.0133
"1718",1.1724
"1719",1.3987
"1720",1.4093
"1721",1.6345
"1722",1.278
"1723",1.2336
"1724",0.7942
"1725",0.9278
"1726",0.9786
"1727",1.212
"1728",1.1565
"1729",1.0237
"1730",1.4493
"1731",1.036
"1732",1.1768
"1733",1.0645
"1734",1.3329
"1735",1.7096
"1736",1.9496
"1737",1.857
"1738",2.4917
"1739",2.9075
"1740",2.8048
"1741",2.7937
"1742",2.6743
"1743",2.7218
"1744",3.267
"1745",2.8625
"1746",2.6206
"1747",2.9365
"1748",2.9422
"1749",2.9779
"1750",2.9836
"1751",2.9896
"1752",2.8292
"1753",2.7686
"1754",2.9452
"1755",3.0307
"1756",3.5428
"1757",2.9696
"1758",3.0012
"1759",3.3309
"1760",3.27
"1761",2.7893
"1762",2.546
"1763",2.572
"1764",2.426
"1765",2.845
"1766",2.5619
"1767",2.5183
"1768",2.3345
"1769",2.6887
"1770",2.8824
"1771",2.236
"1772",2.5055
"1773",2.5431
"1774",2.4401
"1775",2.1068
"1776",2.383
"1777",2.1611
"1778",2.6091
"1779",2.7261
"1780",2.5358
"1781",2.475
"1782",2.4453
"1783",2.7171
"1784",2.5234
"1785",2.5709
"1786",2.0817
"1787",2.5536
"1788",2.2436
"1789",2.6113
"1790",2.1838
"1791",2.2532
"1792",2.8546
"1793",2.6715
"1794",2.8373
"1795",3.2395
"1796",2.8582
"1797",2.6068
"1798",2.6075
"1799",2.439
"1800",2.7779
"1801",2.8443
"1802",2.5131
"1803",2.5606
"1804",3.2084
"1805",2.7614
"1806",2.4477
"1807",2.878
"1808",2.5281
"1809",2.561
"1810",2.6836
"1811",2.7175
"1812",2.2819
"1813",2.3516
"1814",2.1632
"1815",2.2138
"1816",1.8652
"1817",2.3783
"1818",2.3455
"1819",2.3111
"1820",2.2616
"1821",2.3391
"1822",2.9787
"1823",3.0101
"1824",3.3118
"1825",3.2538
"1826",3.384
"1827",3.3774
"1828",3.8797
"1829",3.6292
"1830",3.5161
"1831",3.0171
"1832",3.2587
"1833",3.5574
"1834",3.2681
"1835",3.7844
"1836",3.2798
"1837",3.533
"1838",4.1621
"1839",3.5856
"1840",3.543
"1841",2.9692
"1842",2.953
"1843",2.926
"1844",3.1334
"1845",3.4118
"1846",3.669
"1847",2.7839
"1848",2.5477
"1849",3.0165
"1850",3.0379
"1851",2.8929
"1852",2.8379
"1853",2.3025
"1854",2.1766
"1855",1.986
"1856",2.1493
"1857",2.086
"1858",2.2621
"1859",2.0235
"1860",2.5712
"1861",1.8899
"1862",2.053
"1863",2.1074
"1864",2.0639
"1865",2.1283
"1866",2.0655
"1867",1.9815
"1868",2.1789
"1869",2.0173
"1870",1.7613
"1871",1.8862
"1872",2.0284
"1873",1.7793
"1874",2.049
"1875",2.1937
"1876",1.7326
"1877",1.8125
"1878",1.9191
"1879",1.7856
"1880",2.3371
"1881",1.766
"1882",1.6626
"1883",1.9968
"1884",1.8842
"1885",1.8296
"1886",1.8314
"1887",1.4368
"1888",1.6556
"1889",1.6531
"1890",1.471
"1891",1.678
"1892",1.1815
"1893",1.6016
"1894",1.4788
"1895",1.2736
"1896",1.6423
"1897",1.8158
"1898",1.4919
"1899",1.2548
"1900",1.8035
"1901",1.2696
"1902",1.595
"1903",2.1578
"1904",1.8451
"1905",1.8022
"1906",1.9305
"1907",1.4374
"1908",1.6045
"1909",1.7822
"1910",1.817
"1911",1.9071
"1912",1.8165
"1913",1.8207
"1914",1.6649
"1915",2.1335
"1916",1.5683
"1917",1.3923
"1918",1.8795
"1919",1.5046
"1920",1.3685
"1921",1.5551
"1922",1.5974
"1923",1.5896
"1924",1.4616
"1925",1.3818
"1926",1.6679
"1927",1.6499
"1928",1.8638
"1929",1.7
"1930",1.7959
"1931",1.739
"1932",1.9235
"1933",2.5966
"1934",2.9795
"1935",2.9508
"1936",2.6693
"1937",1.9719
"1938",1.9842
"1939",2.0868
"1940",2.1785
"1941",2.4243
"1942",2.735
"1943",2.8302
"1944",2.5797
"1945",2.4619
"1946",2.7089
"1947",2.0783
"1948",2.1106
"1949",2.4312
"1950",2.454
"1951",2.3191
"1952",2.0338
"1953",2.1098
"1954",2.6247
"1955",2.2637
"1956",2.294
"1957",2.3995
"1958",2.5507
"1959",1.9917
"1960",1.972
"1961",2.0119
"1962",1.6023
"1963",1.5916
"1964",1.8347
"1965",1.5856
"1966",1.923
"1967",2.2608
"1968",2.0713
"1969",2.6083
"1970",2.074
"1971",3.0217
"1972",2.3266
"1973",2.1936
"1974",1.6889
"1975",1.9839
"1976",2.2385
"1977",1.7576
"1978",1.7498
"1979",1.1959
"1980",1.5199
"1981",1.5242
"1982",1.6863
"1983",2.1448
"1984",2.0962
"1985",2.3796
"1986",2.1899
"1987",2.9008
"1988",2.9232
"1989",2.2733
"1990",2.6699
"1991",2.6577
"1992",3.2003
"1993",3.103
"1994",3.1396
"1995",2.8692
"1996",2.8318
"1997",2.4859
"1998",2.8993
"1999",3.8855
"2000",3.8926
