#Frame       d_CD-CBM        Rg_CD       Rg_CBM    Rg_Global
     350      32.1145      21.9502      12.6360      24.3272
     351      32.3649      21.9331      12.6086      24.3499
     352      32.4744      21.8654      12.6194      24.3270
     353      32.1817      21.8116      12.4861      24.2191
     354      32.4857      21.9073      12.6209      24.3639
     355      32.3942      21.8621      12.6609      24.3222
     356      32.9011      21.9032      12.5602      24.4402
     357      32.6823      21.9135      12.5818      24.4098
     358      32.8452      22.0099      12.5117      24.5065
     359      32.7311      21.9820      12.5582      24.4578
     360      32.9627      21.9552      12.5156      24.4695
     361      32.7380      21.8775      12.5507      24.3794
     362      33.4458      21.9765      12.5207      24.5816
     363      33.2007      21.9782      12.5737      24.5545
     364      33.1726      21.8843      12.5973      24.4411
     365      32.9088      21.8800      12.5396      24.4152
     366      32.7079      21.9044      12.5379      24.3837
     367      32.6361      21.8495      12.5726      24.3273
     368      32.8674      21.8792      12.4973      24.3899
     369      32.6445      21.8828      12.5616      24.3522
     370      32.6770      21.8452      12.5153      24.3138
     371      32.1606      21.8952      12.5119      24.2778
     372      32.5059      21.8447      12.5089      24.2850
     373      32.3689      21.8519      12.5836      24.2703
     374      32.4395      21.9627      12.5514      24.3804
     375      32.2770      21.9431      12.5867      24.3247
     376      32.6089      21.9236      12.6132      24.3801
     377      32.3782      21.8943      12.5057      24.3077
     378      32.4555      21.9611      12.5306      24.3733
     379      32.4663      21.9719      12.5066      24.3925
     380      32.2649      21.9139      12.5705      24.3190
     381      32.4406      21.8424      12.6130      24.2982
     382      32.8257      21.9248      12.5183      24.4270
     383      32.2513      21.9440      12.5783      24.3387
     384      32.6157      21.9994      12.5744      24.4452
     385      32.6129      21.9840      12.5817      24.4260
     386      32.3341      21.9081      12.5341      24.3136
     387      32.3893      21.9924      12.6090      24.4036
     388      32.6305      21.9535      12.6493      24.4437
     389      32.6059      21.8686      12.6200      24.3555
     390      32.1168      21.8576      12.5676      24.2365
     391      32.8075      21.8492      12.6026      24.3798
     392      32.7069      22.0100      12.6084      24.4721
     393      32.5137      21.9742      12.5975      24.4224
     394      32.2046      22.0288      12.5790      24.3841
