#Frame       d_CD-CBM        Rg_CD       Rg_CBM    Rg_Global
     585      50.1586      21.6896      12.5645      27.9665
     586      50.0266      21.6770      12.5036      27.9181
     587      49.8617      21.6664      12.5169      27.8693
     588      49.7423      21.8037      12.5496      27.9355
     589      49.3839      21.7940      12.4938      27.8297
     590      49.3848      21.7422      12.5179      27.8011
     591      49.3465      21.7249      12.4805      27.7712
     592      50.0339      21.7688      12.5142      27.9783
     593      50.1012      21.7269      12.4727      27.9654
     594      49.8591      21.8001      12.5006      27.9580
     595      49.3993      21.7176      12.4850      27.7809
     596      50.1533      21.6914      12.5732      27.9670
     597      50.1486      21.7094      12.6131      27.9779
     598      50.3818      21.6913      12.5075      28.0230
     599      50.6069      21.7524      12.4954      28.1159
