"","DSI"
"1425",14.3539
"1426",14.5426
"1427",14.6444
"1428",15.265
"1429",14.6259
"1430",15.4344
"1431",15.4457
"1432",15.5113
"1433",15.0635
"1434",14.6483
"1435",14.1086
"1436",14.2176
"1437",14.5918
"1438",15.0379
"1439",14.8072
"1440",15.1057
"1441",14.893
"1442",14.8365
"1443",15.247
"1444",15.4324
"1445",15.7563
"1446",15.6929
"1447",15.4424
"1448",15.2008
"1449",15.8216
"1450",15.9557
"1451",16.7769
"1452",16.0775
"1453",16.0655
"1454",16.1166
"1455",15.7794
"1456",15.7685
"1457",15.9079
"1458",15.7127
"1459",15.5841
"1460",15.5236
"1461",16.1151
"1462",15.6562
"1463",15.3916
"1464",15.0344
"1465",14.7843
"1466",14.2126
"1467",14.4061
"1468",14.6865
"1469",14.8788
"1470",14.8619
"1471",14.7825
"1472",14.9873
"1473",15.6198
"1474",15.937
"1475",16.2641
"1476",15.6988
"1477",15.6121
"1478",15.6604
"1479",15.5232
"1480",14.9024
"1481",15.181
"1482",15.6917
"1483",15.5507
"1484",16.0807
"1485",15.7291
"1486",15.5553
"1487",16.0066
"1488",15.7199
"1489",15.7509
"1490",15.9392
"1491",16.1154
"1492",16.2787
"1493",16.4102
"1494",16.4847
"1495",16.5855
"1496",16.5126
"1497",16.6706
"1498",16.6029
"1499",16.3114
"1500",16.0751
"1501",16.4044
"1502",15.9479
"1503",16.4089
"1504",17.5355
"1505",17.033
"1506",16.5789
"1507",16.9742
"1508",16.8702
"1509",16.3441
"1510",16.7496
"1511",16.0917
"1512",16.2092
"1513",15.8762
"1514",16.4813
"1515",16.6791
"1516",15.7735
"1517",15.441
"1518",15.5023
"1519",14.9169
"1520",15.0128
"1521",14.7275
"1522",14.952
"1523",14.8148
"1524",15.1351
"1525",15.0416
"1526",15.3557
"1527",15.1381
"1528",14.7056
"1529",14.8343
"1530",14.7246
"1531",15.2969
"1532",15.7574
"1533",15.3358
"1534",15.1181
"1535",15.583
"1536",15.6588
"1537",15.6799
"1538",16.1434
"1539",16.0844
"1540",15.5355
"1541",15.2584
"1542",15.0238
"1543",14.3856
"1544",14.4383
"1545",13.9782
"1546",13.8144
"1547",14.0006
"1548",14.7138
"1549",14.3122
"1550",13.6143
"1551",14.0809
"1552",13.9784
"1553",13.9597
"1554",14.4332
"1555",14.606
"1556",14.3116
"1557",14.2651
"1558",14.3876
"1559",14.8073
"1560",14.9371
"1561",15.1124
"1562",15.1794
"1563",15.2007
"1564",15.6369
"1565",15.8655
"1566",15.8423
"1567",15.803
"1568",16.419
"1569",16.0446
"1570",16.447
"1571",16.9785
"1572",16.7733
"1573",16.6858
"1574",16.3329
"1575",16.8359
"1576",16.6075
"1577",16.4523
"1578",16.6894
"1579",16.9863
"1580",16.6286
"1581",16.2513
"1582",15.4748
"1583",15.9408
"1584",16.4629
"1585",16.0083
"1586",15.962
"1587",15.9704
"1588",15.5909
"1589",15.3488
"1590",15.7848
"1591",15.8176
"1592",15.9479
"1593",15.5129
"1594",15.124
"1595",15.1315
"1596",14.3694
"1597",14.3686
"1598",14.4056
"1599",14.3425
"1600",14.033
"1601",14.1092
"1602",13.4969
"1603",12.8822
"1604",12.9084
"1605",12.7846
"1606",13.0967
"1607",13.7162
"1608",14.3137
"1609",14.2567
"1610",14.162
"1611",13.4154
"1612",13.7822
"1613",13.9768
"1614",14.5608
"1615",14.0816
"1616",13.8428
"1617",13.8322
"1618",13.4888
"1619",13.5559
"1620",13.582
"1621",13.7151
"1622",14.2172
"1623",13.8735
"1624",14.0735
"1625",14.0793
"1626",14.1303
"1627",13.8439
"1628",14.3597
"1629",13.5538
"1630",13.057
"1631",13.4213
"1632",13.4407
"1633",12.849
"1634",13.6256
"1635",13.565
"1636",13.8917
"1637",13.0134
"1638",13.4388
"1639",13.2185
"1640",13.628
"1641",13.6602
"1642",13.1146
"1643",14.5301
"1644",15.3976
"1645",15.2443
"1646",15.1635
"1647",14.9559
"1648",14.7429
"1649",15.1066
"1650",14.3821
"1651",14.212
"1652",13.7856
"1653",13.1559
"1654",13.7665
"1655",13.6954
"1656",13.5425
"1657",14.749
"1658",14.8434
"1659",14.7929
"1660",15.2819
"1661",15.8741
"1662",15.728
"1663",15.8133
"1664",15.5872
"1665",15.8002
"1666",16.1089
"1667",16.0122
"1668",16.3331
"1669",16.1071
"1670",15.4191
"1671",15.9252
"1672",15.6893
"1673",15.6407
"1674",14.9009
"1675",15.3207
"1676",15.6709
"1677",15.4357
"1678",14.9735
"1679",15.2402
